id,downloads,likes,tags,created_at,last_modified,private,search_task
NickyNicky/Colossal_Translation_EN_ES_ORPO_DPO_Gemma,54,2,"task_categories:translation, language:en, language:es, license:apache-2.0, size_categories:1M<n<10M, format:parquet, modality:text, library:datasets",2024-05-06T05:19:14.000Z,2024-05-06T07:09:17.000Z,False,translation
tech1984/swe_smith_back_translation,54,2,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2025-07-26T01:06:30.000Z,2025-07-29T23:53:46.000Z,False,translation
originalTimi/hypa-tool-translation-2.27.1,53,0,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:polars, library:mlcroissant, region:us",2026-04-04T23:52:05.000Z,2026-04-04T23:52:27.000Z,False,translation
nayohan/raw_instruction_en_ko_translation,52,5,"size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-05-10T16:17:30.000Z,2024-06-09T01:12:45.000Z,False,translation
kornwtp/sea-translationese-resampled-mya-classification,52,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-21T15:00:38.000Z,2025-01-21T15:02:45.000Z,False,translation
abidlabs/test-translation-dataset,51,0,"size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-03-02T23:29:22.000Z,2022-02-01T23:15:18.000Z,False,translation
hpprc/enwiki-translations,51,0,"size_categories:10M<n<100M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-09-13T12:02:36.000Z,2024-11-07T12:05:56.000Z,False,translation
kornwtp/sea-translationese-resampled-lao-classification,50,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-03-08T02:32:48.000Z,2025-03-08T02:32:50.000Z,False,translation
nvtt1124/hanviet-translation-model,50,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-03-13T05:09:13.000Z,2026-03-13T05:09:18.000Z,False,translation
Nicolas-BZRD/English_French_Songs_Lyrics_Translation_Original,49,16,"task_categories:translation, task_categories:text-generation, language:fr, language:en, language:es, language:it, language:de, language:ko",2023-09-12T21:21:44.000Z,2024-02-08T23:34:15.000Z,False,translation
vsak/YouTube_spam_translation,48,0,"size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-11-20T12:40:01.000Z,2023-11-20T12:43:38.000Z,False,translation
kornwtp/sea-translationese-resampled-tha-classification,48,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-02-02T08:35:17.000Z,2025-04-07T04:38:31.000Z,False,translation
strongminsu/ko-en-structured-translations,48,4,"task_categories:translation, language:ko, language:en, license:mit, size_categories:1K<n<10K, format:csv, modality:text, library:datasets",2025-12-05T10:16:37.000Z,2025-12-06T06:15:24.000Z,False,translation
NNEngine/English-Hindi_Translation,48,0,"task_categories:translation, language:en, language:hi, license:mit, size_categories:10M<n<100M, format:json, modality:text, library:datasets",2026-01-22T23:13:42.000Z,2026-01-22T23:20:39.000Z,False,translation
Ketan3101/English-Hindi-Translation,46,0,"task_categories:translation, language:en, language:hi, license:mit, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets",2024-04-17T10:17:05.000Z,2024-04-17T10:28:23.000Z,False,translation
ccdv/arxiv-summarization,11628,119,"task_categories:summarization, task_categories:text-generation, multilinguality:monolingual, language:en, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets",2022-03-02T23:29:22.000Z,2024-08-08T05:49:50.000Z,False,summarization
daekeun-ml/naver-news-summarization-ko,8426,64,"task_categories:summarization, language:ko, license:apache-2.0, size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas",2022-08-01T14:54:17.000Z,2023-01-10T11:12:44.000Z,False,summarization
ccdv/pubmed-summarization,4062,90,"task_categories:summarization, task_categories:text-generation, multilinguality:monolingual, language:en, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets",2022-03-02T23:29:22.000Z,2024-08-08T05:49:36.000Z,False,summarization
ccdv/govreport-summarization,3610,59,"task_categories:summarization, task_categories:text-generation, multilinguality:monolingual, language:en, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets",2022-03-02T23:29:22.000Z,2024-08-08T05:49:43.000Z,False,summarization
ragrawal36/nemotron-cc-v21-Parsed-QA4-Summarization-Qwen3-1.7B,3286,0,"size_categories:1M<n<10M, format:parquet, modality:text, library:datasets, library:dask, library:polars, library:mlcroissant, region:us",2026-03-08T10:31:37.000Z,2026-03-12T12:58:34.000Z,False,summarization
aisingapore/NLG-Abstractive-Summarization,1619,0,"task_categories:text-generation, language:id, language:ta, language:th, language:vi, license:cc-by-nc-sa-4.0, size_categories:n<1K, format:parquet",2024-12-11T06:38:11.000Z,2026-01-05T07:56:13.000Z,False,summarization
mteb/legal_summarization,1057,5,"task_categories:text-retrieval, task_ids:document-retrieval, annotations_creators:derived, multilinguality:monolingual, language:eng, license:apache-2.0, size_categories:1K<n<10K, format:json",2024-03-30T00:45:48.000Z,2025-05-04T16:10:20.000Z,False,summarization
JetBrains-Research/lca-module-summarization,433,1,"task_categories:text-generation, task_categories:summarization, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:image, modality:text",2024-04-08T14:33:35.000Z,2024-06-19T08:21:49.000Z,False,summarization
alexandrainst/nordjylland-news-summarization,325,2,"task_categories:summarization, language:da, license:cc0-1.0, size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets",2023-09-19T07:18:43.000Z,2024-05-23T20:19:53.000Z,False,summarization
lighteval/summarization,254,3,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-05-12T08:33:56.000Z,2025-08-13T12:02:19.000Z,False,summarization
navjordj/VG_summarization,201,5,"task_categories:summarization, language:no, language:nb, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas",2023-01-28T09:37:23.000Z,2024-01-23T07:20:12.000Z,False,summarization
lyon-nlp/summarization-summeval-fr-p2p,177,2,"task_categories:summarization, language:fr, license:mit, size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas",2023-12-11T11:17:49.000Z,2024-06-12T13:33:23.000Z,False,summarization
jordiclive/scored_summarization_datasets,168,8,"size_categories:1M<n<10M, format:parquet, modality:tabular, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2023-01-12T20:05:45.000Z,2023-02-05T16:14:10.000Z,False,summarization
joelniklaus/legal_case_document_summarization,164,16,"size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-12-30T20:54:10.000Z,2023-02-02T23:52:54.000Z,False,summarization
adrlau/navjordj-SNL_summarization_copy,153,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-06-14T06:52:57.000Z,2025-06-14T06:54:22.000Z,False,summarization
RussianNLP/Mixed-Summarization-Dataset,145,9,"task_categories:summarization, language:ru, license:apache-2.0, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas",2024-04-08T08:34:57.000Z,2024-04-25T08:25:50.000Z,False,summarization
lighteval/legal_summarization,137,25,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-05-12T14:01:58.000Z,2025-08-18T13:09:00.000Z,False,summarization
Lakera/gandalf_summarization,137,7,"license:mit, size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-09-26T09:06:29.000Z,2025-02-28T07:57:37.000Z,False,summarization
arka0821/multi_document_summarization,136,5,"task_categories:summarization, annotations_creators:found, language_creators:found, multilinguality:monolingual, source_datasets:original, language:en, license:unknown, size_categories:10K<n<100K",2022-04-19T15:34:53.000Z,2022-10-20T19:13:26.000Z,False,summarization
vietgpt/news_summarization_vi,127,9,"task_categories:summarization, language:vi, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2023-02-19T17:53:02.000Z,2023-07-04T05:30:39.000Z,False,summarization
glnmario/news-qa-summarization,126,27,"task_categories:summarization, task_categories:question-answering, task_categories:text-retrieval, task_categories:text-generation, language:en, size_categories:10K<n<100K, format:json, modality:text",2023-11-24T21:37:27.000Z,2023-11-24T22:55:39.000Z,False,summarization
userdavek/amharic-summarization-eval-500,118,0,"task_categories:summarization, size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-10-05T14:36:37.000Z,2025-10-08T12:18:26.000Z,False,summarization
allegro/summarization-polish-summaries-corpus,116,5,"size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2022-03-02T23:29:22.000Z,2021-09-24T14:17:27.000Z,False,summarization
mattpscott/airoboros-summarization,109,14,"task_categories:summarization, language:en, license:bsd-3-clause, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas",2023-09-04T18:38:51.000Z,2023-09-29T01:25:28.000Z,False,summarization
8Opt/vietnamese-summarization-dataset-0001,108,2,"task_categories:summarization, task_categories:feature-extraction, task_categories:token-classification, language:vi, license:mit, size_categories:10K<n<100K, format:parquet, format:optimized-parquet",2025-10-25T07:59:56.000Z,2025-10-26T04:26:43.000Z,False,summarization
klcsp/summarization-response-11-v1,104,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-11-19T04:25:25.000Z,2024-11-24T14:57:43.000Z,False,summarization
drelhaj/Multilingual-Summarization,95,0,"task_categories:summarization, language:ar, language:zh, language:cs, language:en, language:fr, language:el, language:he",2025-11-28T08:45:49.000Z,2025-11-28T08:52:09.000Z,False,summarization
karimraouf/Arabic-Summarization-Dataset-AsDs,92,2,"task_categories:summarization, language:ar, license:mit, size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas",2025-06-15T20:51:54.000Z,2025-06-30T19:50:40.000Z,False,summarization
Tuan-NT/vietnamese-summarization,86,0,"size_categories:100K<n<1M, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-09T15:51:44.000Z,2026-03-09T15:52:36.000Z,False,summarization
Omar-youssef/Egyptian-text-summarization,78,1,"task_categories:summarization, task_categories:text-generation, language:ar, license:apache-2.0, size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text",2025-09-28T21:58:50.000Z,2025-09-28T22:43:20.000Z,False,summarization
evalitahf/summarization-fp,70,0,"task_categories:summarization, language:it, license:cc-by-nc-sa-4.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas",2024-09-18T14:38:53.000Z,2025-03-04T11:49:24.000Z,False,summarization
phuongntc/vietnamese_summarization_vr_vrp_resources,69,0,"language:vi, license:apache-2.0, size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas, library:polars",2026-03-10T06:46:37.000Z,2026-04-03T08:41:44.000Z,False,summarization
joelniklaus/plain_english_contracts_summarization,68,5,"size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-12-30T22:17:07.000Z,2022-12-30T22:18:13.000Z,False,summarization
tgrex6/mimic-cxr-reports-summarization,67,3,"license:mit, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-04-19T20:19:52.000Z,2024-04-19T20:21:37.000Z,False,summarization
sorenmulli/nordjylland-news-summarization-subset,66,0,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-10-11T19:54:16.000Z,2024-01-15T19:36:53.000Z,False,summarization
ingoziegler/CRAFT-Summarization,66,3,"task_categories:summarization, task_categories:text-generation, language:en, license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets",2024-08-11T13:11:55.000Z,2025-12-08T17:04:41.000Z,False,summarization
kritsadaK/EDGAR-CORPUS-Financial-Summarization,66,3,"task_categories:summarization, language:en, license:apache-2.0, size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas",2025-01-30T08:09:49.000Z,2025-02-12T11:02:46.000Z,False,summarization
allegro/summarization-allegro-articles,63,4,"size_categories:100K<n<1M, format:csv, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2022-03-02T23:29:22.000Z,2021-09-24T14:10:17.000Z,False,summarization
metamong1/summarization_optimization,62,1,"size_categories:10K<n<100K, modality:text, library:datasets, library:mlcroissant, region:us",2022-03-02T23:29:22.000Z,2021-12-14T02:49:30.000Z,False,summarization
BounharAbdelaziz/Arabic-Synthetic-Summarization-Dataset-Filtered,62,1,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-24T15:41:47.000Z,2025-01-24T15:41:51.000Z,False,summarization
LeverageX/book-summarization,61,3,"size_categories:100K<n<1M, modality:text, library:datasets, library:mlcroissant, region:us",2022-03-02T23:29:22.000Z,2022-01-20T23:46:26.000Z,False,summarization
Lots-of-LoRAs/task645_summarization,60,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T21:19:05.000Z,2024-07-16T14:53:20.000Z,False,summarization
klcsp/summarization-eval-11-v1,59,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-11-21T03:39:34.000Z,2024-11-24T15:11:42.000Z,False,summarization
sanjeev-bhandari01/nepali-summarization-dataset,56,2,"task_categories:summarization, task_categories:text-generation, task_categories:question-answering, language:ne, license:mit, size_categories:100K<n<1M, format:csv, modality:text",2024-02-05T08:33:30.000Z,2026-01-21T10:28:08.000Z,False,summarization
Lots-of-LoRAs/task769_qed_summarization,55,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T19:48:53.000Z,2024-07-16T13:29:22.000Z,False,summarization
joynae5/multidocument_summarization_dataset,55,1,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:dask, library:polars, library:mlcroissant",2026-03-13T22:37:48.000Z,2026-03-14T06:55:27.000Z,False,summarization
proxectonos/summarization_gl,54,0,"task_categories:summarization, task_categories:text-generation, language:gl, license:cc-by-4.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets",2024-06-11T11:34:36.000Z,2025-04-01T08:55:44.000Z,False,summarization
tamT5/news_summarization_vi_cleaned,54,0,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-03-10T03:43:38.000Z,2026-03-10T03:43:55.000Z,False,summarization
readerbench/ro-text-summarization,53,3,"size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-09-17T08:27:29.000Z,2022-09-17T08:34:03.000Z,False,summarization
oddadmix/arabic-news-summarization,53,2,"size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-08-18T22:12:56.000Z,2025-08-18T23:45:16.000Z,False,summarization
hsong1101/news_summarization,50,0,"license:pddl, size_categories:100K<n<1M, format:parquet, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2023-01-05T22:01:49.000Z,2023-01-05T22:22:21.000Z,False,summarization
musabg/wikipedia-tr-summarization,50,15,"task_categories:summarization, language:tr, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant",2023-06-06T13:39:57.000Z,2023-06-13T04:29:02.000Z,False,summarization
sustcsenlp/bn_news_summarization,48,1,"task_categories:summarization, language:bn, license:cc0-1.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets, library:pandas",2023-03-05T15:47:29.000Z,2023-03-05T16:41:32.000Z,False,summarization
OpenHust/vietnamese-summarization,48,8,"task_categories:summarization, language:vi, size_categories:10K<n<100K, region:us",2023-04-07T15:09:32.000Z,2023-06-23T06:28:09.000Z,False,summarization
Existance/Marathi_summarization,47,0,"size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-09-04T09:53:37.000Z,2023-09-04T09:54:14.000Z,False,summarization
Lots-of-LoRAs/task288_gigaword_summarization,47,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text",2024-07-03T19:53:27.000Z,2024-07-16T14:30:53.000Z,False,summarization
Intel/Video_Summarization_For_Retail,46,2,"task_categories:summarization, task_categories:visual-question-answering, language:en, license:cc-by-sa-4.0, region:us",2024-05-16T16:58:48.000Z,2024-07-08T21:06:40.000Z,False,summarization
Lots-of-LoRAs/task1355_sent_comp_summarization,46,0,"task_categories:text-generation, annotations_creators:crowdsourced, language_creators:crowdsourced, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:text",2024-07-02T19:51:43.000Z,2024-07-16T14:15:47.000Z,False,summarization
MINERVA-TEAM/minerva-ar-en-summarization-v5,45,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-08T13:37:01.000Z,2026-03-08T13:37:03.000Z,False,summarization
avinot/schema-summarization_spider,44,3,"language:en, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-08-14T08:12:58.000Z,2024-08-22T12:57:45.000Z,False,summarization
nglaura/scielo-summarization,43,0,"task_categories:summarization, language:fr, license:apache-2.0, arxiv:2301.11312, region:us",2023-01-25T12:02:33.000Z,2023-04-11T10:21:45.000Z,False,summarization
Devika03/Research_Paper_Summarization_Dataset,43,4,"size_categories:n<1K, format:csv, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2023-04-05T05:57:43.000Z,2023-04-05T05:59:26.000Z,False,summarization
whu9/arxiv_summarization_postprocess,43,1,"size_categories:100K<n<1M, format:parquet, modality:tabular, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2023-06-03T04:47:28.000Z,2023-06-03T04:49:04.000Z,False,summarization
guidevit/python_code_summarization,42,0,"license:apache-2.0, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-03-16T00:50:45.000Z,2024-03-16T00:52:03.000Z,False,summarization
dev7halo/naver-news-summarization-ko-with-gen,42,0,"language:ko, size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-10-17T07:35:46.000Z,2025-01-03T15:13:17.000Z,False,summarization
Rohit-Katkar2003/summarization-dataset,42,0,"size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-03-06T10:30:41.000Z,2026-03-06T10:30:45.000Z,False,summarization
Lakshan2003/GPT-4.1-customerservice-context-summarization-llm-judge-data,41,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-22T09:22:25.000Z,2026-03-22T09:35:20.000Z,False,summarization
TanveerAman/AMI-Corpus-Text-Summarization,40,7,"task_categories:summarization, language:en, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant",2023-06-17T22:51:54.000Z,2023-06-19T07:17:53.000Z,False,summarization
Tuan-NT/vi-summarization-test,40,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-09T13:24:52.000Z,2026-03-09T15:08:29.000Z,False,summarization
Lakshan2003/gemini-2.5-flash-customerservice-context-summarization-llm-judge-data,39,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-12T14:09:29.000Z,2026-03-22T09:35:15.000Z,False,summarization
MINERVA-TEAM/minerva-ar-en-summarization-v1204,39,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-21T23:09:23.000Z,2026-03-21T23:09:26.000Z,False,summarization
evalitahf/summarization-ip,38,0,"task_categories:summarization, language:it, license:cc-by-nc-sa-4.0, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas",2024-09-18T14:47:44.000Z,2024-10-15T09:21:54.000Z,False,summarization
ahmetyaylalioglu/turkish-news-summarization-collection,38,1,"task_categories:text-classification, language:tr, license:cc-by-4.0, size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text, library:datasets",2026-01-02T21:22:41.000Z,2026-01-02T21:27:18.000Z,False,summarization
tasksource/seahorse_summarization_evaluation,37,4,"task_categories:summarization, language:de, language:en, language:ru, language:tr, language:vi, license:cc, size_categories:100K<n<1M",2023-05-23T09:45:14.000Z,2024-07-05T11:58:57.000Z,False,summarization
turkerberkdonmez/pubmed-summarization-turkish,37,2,"task_categories:summarization, task_categories:text-generation, source_datasets:ccdv/pubmed-summarization, language:tr, license:unknown, size_categories:100K<n<1M, format:parquet, format:optimized-parquet",2025-11-21T09:45:58.000Z,2025-11-21T10:05:35.000Z,False,summarization
RUCAIBox/Summarization,36,2,"task_categories:summarization, multilinguality:monolingual, language:en, region:us",2022-08-13T01:53:11.000Z,2022-10-25T06:19:17.000Z,False,summarization
Lakshan2003/GPT-4.1-customerservice-context-summarization-evaldata,36,0,"size_categories:10K<n<100K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-08T11:04:27.000Z,2026-03-15T13:55:35.000Z,False,summarization
zedfum/long-summarization-persian,35,2,"task_categories:summarization, language:fa, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant",2023-05-31T05:38:10.000Z,2025-08-20T09:23:00.000Z,False,summarization
twice123nd/Dataset_summarization,34,1,"task_categories:summarization, language:vi, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-05-10T04:33:51.000Z,2024-05-12T12:47:19.000Z,False,summarization
mxlcw/telegram-financial-sentiment-summarization,34,5,"task_categories:text-classification, task_categories:summarization, language:ru, license:mit, size_categories:10K<n<100K, format:csv, modality:tabular, modality:text",2024-06-07T12:24:06.000Z,2024-06-07T12:32:12.000Z,False,summarization
Lakshan2003/Llama3.1-8b-instruct-customerservice-context-summarization-llm-judge-data,34,0,"size_categories:1K<n<10K, modality:tabular, modality:text, region:us",2026-03-12T14:09:46.000Z,2026-03-22T09:37:26.000Z,False,summarization
punamvkhandar/multi_domain_summarization_dataset,32,0,"size_categories:10K<n<100K, format:parquet, modality:tabular, modality:text, library:datasets, library:dask, library:polars, library:mlcroissant",2026-03-06T17:41:36.000Z,2026-03-06T17:42:21.000Z,False,summarization
Lakshan2003/Phi-4-mini-customerservice-context-summarization-llm-judge-data,32,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-12T14:09:33.000Z,2026-03-22T09:37:38.000Z,False,summarization
shenoyvvarun/govreport-summarization,31,0,"license:apache-2.0, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-01-28T07:21:46.000Z,2025-01-28T07:25:10.000Z,False,summarization
Lakshan2003/Qwen3-8B-customerservice-context-summarization-llm-judge-data,31,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-12T14:09:41.000Z,2026-03-22T09:37:58.000Z,False,summarization
vgoldberg/longform_article_summarization,30,10,"task_categories:summarization, language:en, license:apache-2.0, size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask",2023-10-11T17:01:42.000Z,2023-10-11T19:36:28.000Z,False,summarization
antash420/long-context-text-summarization-alpaca-format,30,1,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-11-01T19:40:28.000Z,2024-11-03T08:52:45.000Z,False,summarization
Lakshan2003/Llama3.2-3B-instruct-customerservice-context-summarization-llm-judge-data,30,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-12T14:09:49.000Z,2026-03-22T09:37:32.000Z,False,summarization
sm1rk/modified-classeval-code-summarization,29,1,"task_categories:summarization, task_categories:text-generation, license:mit, size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas",2024-05-25T21:18:22.000Z,2025-03-14T13:22:08.000Z,False,summarization
thnhan3/vietnamese-summarization-dpo,29,0,"task_categories:summarization, language:vi, license:mit, size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas",2025-11-13T04:12:52.000Z,2025-11-13T04:23:39.000Z,False,summarization
Lakshan2003/Qwen3-4B-customerservice-context-summarization-llm-judge-data,29,0,"size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-03-12T14:09:37.000Z,2026-03-22T09:37:44.000Z,False,summarization
chevonc/second_brain_course_summarization_task,29,0,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-03-29T15:33:38.000Z,2026-03-29T15:34:03.000Z,False,summarization
medarc/open-i-summarization,28,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-01-21T23:28:57.000Z,2026-01-22T00:12:31.000Z,False,summarization
duong2110/financial-summarization-vi,28,0,"size_categories:1K<n<10K, format:csv, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-03-26T15:08:11.000Z,2026-03-26T15:35:53.000Z,False,summarization
RZ412/test_harbor_trace-summarization-15-questions,28,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-04-03T15:52:40.000Z,2026-04-03T15:52:42.000Z,False,summarization
efederici/autonlp-data-Ita-Summarization,27,2,"size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2022-03-02T23:29:22.000Z,2021-09-23T14:48:43.000Z,False,summarization
Someman/hindi-summarization,27,4,"task_categories:summarization, language:hi, license:mit, size_categories:10K<n<100K, format:parquet, modality:text, library:datasets, library:pandas",2023-05-30T12:39:11.000Z,2023-05-30T12:55:13.000Z,False,summarization
agentlans/summarization-preferences,27,0,"task_categories:summarization, task_categories:text-ranking, language:en, license:cc-by-4.0, size_categories:10K<n<100K, format:json, modality:text, library:datasets",2025-08-10T17:48:27.000Z,2025-08-10T18:01:15.000Z,False,summarization
RZ412/test_harbor_trace-summarization-1-summary,27,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-04-03T15:51:30.000Z,2026-04-03T15:51:33.000Z,False,summarization
RZ412/test_harbor_trace-summarization-3-answers,27,0,"size_categories:n<1K, format:parquet, format:optimized-parquet, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-04-03T15:51:48.000Z,2026-04-03T15:51:51.000Z,False,summarization
